switch/name,switch/url,switch/price,switch/description
NOVELKEYS X KAILH BOX Thick Clicky Switches,https://kbdfans.com/collections/switches/products/novelkeys-x-kailh-box-thick-clicks-navy-jade,$4.20,"Specs BOX Navy features the same spring as the BOX Pale Blue, but with a thicker click bar. BOX Jade features the same spring as the BOX White, but with a thicker click bar. Sold in packs of 10 The Thick Clicks features a thicker click bar. This increases the tactile feedback tremendously and creates a deeper and louder click. Jade Clicky 50g operating force 1.8mm Actuation 3.6mm Bottom Plate mount 3pin MX stem Spec sheet: Click Navy Clicky 60g operating force 1.8mm Actuation 3.6mm Bottom Plate mount 3pin MX stem Spec sheet: Click"
ALIAZ Silent Tactile Switches,https://kbdfans.com/collections/switches/products/pre-orderaliaz-silent-switch-tactile,$5.50,"Style: Tactile Volume: Silent Manufacturer: Gateron Mount: 5-pin PCB mount LED support: Yes Compatible: Cherry MX 2.0 mm pre travel 4.0 mm total travel Details Tactile switch with mold, housing, and stem redesigned by KBDfans Silent switch with a lubricated stem that glides smoother than stock switches 4 spring weights to choose 60G/70G/80G/100G Choice of either Pcb mount (5 leg) - with transparent housings Support for SMD RGB LEDs, 2 Leg LEDs and 4 Leg RGB LEDs Transparent housing, Pink-colored stem Has a feeling similar to Mx Clear switches, but smoother and better Manufactured by Gateron"
NOVELKEYS X KAILH BOX HEAVY SWITCHES,https://kbdfans.com/collections/switches/products/novelkeys-x-kailh-box-heavy-switches-10pcs,$4.50,Specs Box Dark Yellow Linear 70g Operating force 1.8mm Actuation 3.6mm Bottom Plate mount 3pin MX stem Spec sheet: Click Box Burnt Orange Tactile 70g operating force 2mm Actuation 3.6mm Bottom Plate mount 3pin MX stem Spec sheet: Click Box Pale Blue Clicky 60g operating force 1.8mm Actuation 3.6mm Bottom Plate mount 3pin MX stem Spec sheet: Click
KAILH PRO SWITCHES,https://kbdfans.com/collections/switches/products/kaih-speed-pro-switch-10pcs,$3.00,Specs pro purple Tactile 50 cN operating force 1.7 mm pre travel 3.6 mm total travel Plate mount 3pin MX stem pro light green Clicky 50 cN operating force 1.7 mm pre travel 3.6 mm total travel Plate mount 3pin MX stem pro burgundy Linear 50 cN operating force 1.7 mm pre travel 3.6 mm total travel Plate mount 3pin MX stem PDF CPG151101D222 Purple.PDF Tactile (Purple) CPG151101D221 Red.PDF Linear (Burgundy CPG151101D223Green.PDF Clicky (Light Green)
KAILH BOX SWITCHES,https://kbdfans.com/collections/switches/products/kaihua-box-switch-blue,$3.80,Specs Box white Clicky 55g Operating force 1.8mm Actuation travel 3.6mm Bottom travel Plate mount 3pin MX stem Spec sheet: Click Box brown Tactile 60g Operating force 2mm Actuation travel 3.6mm Bottom travel Plate mount 3pin MX stem Spec sheet: Click Box black Linear 60g Operating force 1.8mm Actuation travel 3.6mm Bottom travel Plate mount 3pin MX stem Spec sheet: Click Box red Linear 45g Operating force 1.8mm Actuation travel 3.6mm Bottom travel Plate mount 3pin MX stem Spec sheet: Click
KBDfans Gateron Silent Switches,https://kbdfans.com/collections/switches/products/pre-orderkbdfans-exclusive-gateron-silent-switch-red-brown-blak,$3.80,Specs silent brown*10 Tactile 55 cN operating force 2.0 mm pre-travel 4.0 mm total travel PCB mount 5pin MX stem silent red*10 Linear 45 cN operating force 2.0 mm pre-travel 4.0 mm total travel PCB mount 5pin MX stem silent black*10 Linear 60 cN operating force 2.0 mm pre-travel 4.0 mm total travel PCB mount 5pin MX stem silent white*10 Linear 35 cN operating force 2.0 mm pre-travel 4.0 mm total travel PCB mount 5pin MX stem
Gateron Milky housing Switches,https://kbdfans.com/collections/switches/products/gbgateron-switch-milky-switch-housing-1pcs,$2.50,"CSpecs Black Linear 60 cN operating force 2.0 mm pre travel 4.0 mm total travel PCB mount 5pin MX stem Brown Tactile 55 cN operating force 2.0 mm pre travel 4.0 mm total travel PCB mount 5pin MX stem Blue Tactile and clicky 60 cN operating force 2.3 mm pre travel 4.0 mm total travel PCB mount 5pin MX stem Red Linear 45 cN operating force 2.0 mm pre travel 4.0 mm total travel PCB mount 5pin MX stem Yellow Linear 50 cN operating force 2.0 mm pre travel 4.0 mm total travel PCB mount 5pin MX stem Clear Linear 35 cN operating force 2.0 mm pre travel 4.0 mm total travel PCB mount 5pin MX stem Green Tactile and clicky 80 cN operating force 2.3 mm pre travel 4.0 mm total travel PCB mount 5pin MX stem Regarding the gateron linears switches: MX Black vs Gateron Black: The gateron black felt definitely smoother than the MX black. On the MX black I have on the tester you can feel the plastic friction which makes them not as smooth as we would like to. I have a worn out black (or vintage) that Azhdar gave me so I put on the switch tester to compare them side by side. I'd say they are quite equivalent. I'm not sure that I have try real vintage black so I can't talk about it. I think if you lube the gateron it can indeed be really nice. I don't have any lube on hand atm, it should arrive next week. I can't tell you right now how it feels. In terms of strength the gateron felt lighter than the MX Black Azhdar gave me but compared to the stock MX Black it is hard to know. MX Red vs Gateron Red: The gateron is smoother than the stock MX. But I can still feel some friction but they are quieter. I feel that the Gateron is a bit lighter than the MX counterpart. The Clear Gateron: Damn 30g is definitely way too light for me. I want to press it but you already are bottoming out. I guess some people might like it. It is smoother than a MX red but I can still feel some friction. As a conclusion to the linear gateron I'd say that I'm thinking of registering in the IC for 100 blacks. However no matter if it is MX or Gateron, I think they need some lube. Regarding the tactile switches: MX Brown vs Gateron Brown: as the other comparison I made about gateron vs MX, it seems that the gateron has a bit more smoothness in them. This the time where I wish I had some clears on hand so I could compare with the Brown. I don't remember them. I tried clears a long time ago and my taste in keyboard wasn't so developed (it was new to me). I think I might like them again but I'm not sure. I feel that their tactility is about the same between this two browns and it is inferior to my Topre board. If I had to take an equivalent in MX for Topre, it wouldn't be Browns for sure. MX Blue vs Gateron Blue: on this one I'd say Gateron blue > MX Blue. The tactile point seems snappier, deeper or more pronounced. The noise is different. I don't have any proper recording settings so I don't think it could be valuable for you guys but if someone is still interested I could try to register something. -----------------https://geekhack.org/index.php?topic=68145.msg1639775#msg1639775"
CHERRY MX Hyperglide Switches,https://kbdfans.com/collections/switches/products/cherry-mx-swtich,$3.50,Specs Hyperglide Black Linear 60 cN operating force 2.0 mm pre travel 4.0 mm total travel Plate mount 3pin MX stem Red Linear 45 cN operating force 2.0 mm pre travel 4.0 mm total travel Plate mount 3pin MX stem Blue Tactile and clicky 50 cN operating force 2.2 mm pre travel 4.0 mm total travel Plate mount 3pin MX stem Tactile grey Tactile 80 cN operating force 2.0 mm pre travel 4.0 mm total travel Plate mount 3pin MX stem Brown Tactile 45 cN operating force 2.0 mm pre travel 4.0 mm total travel Plate mount 3pin MX stem Milk Tactile and clicky 70 cN operating force 2.2 mm pre travel 4.0 mm total travel Plate mount 3pin MX stem Green Tactile and clicky 70 cN operating force 2.2 mm pre travel 4.0 mm total travel Plate mount 3pin MX stem Linear grey Linear 80 cN operating force 2.0 mm pre travel 4.0 mm total travel Plate mount 3pin MX stem Clear Tactile 55 cN operating force 2.0 mm pre travel 4.0 mm total travel Plate mount 3pin MX stem Speed silver Linear 45 cN operating force 1.2 mm pre travel 3.4 mm total travel Plate mount 3pin MX stem Silent red Linear 45 cN operating force 1.9 mm pre travel 3.7 mm total travel Plate mount 3pin MX stem Silent black Linear 60 cN operating force 1.9 mm pre travel 3.7 mm total travel Plate mount 3pin MX stem
GATERON SWITCHES,https://kbdfans.com/collections/switches/products/gateron-swtich-3pin-or-5pin,$4.00,Specs Manufactured by Gateron Operation type: Varies with selection Sound: Varies with selection Lifespan: Over 50 million keystrokes Black Linear 60 cN operating force 2.0 mm pre travel 4.0 mm total travel Plate mount 3pin/PCB mount 5pin MX stem Red Linear 45 cN operating force 2.0 mm pre travel 4.0 mm total travel Plate mount 3pin/PCB mount 5pin MX stem Brown Tactile 55 cN operating force 2.0 mm pre travel 4.0 mm total travel Plate mount 3pin/PCB mount 5pin MX stem Blue Tactile and clicky 60 cN operating force 2.3 mm pre travel 4.0 mm total travel Plate mount 3pin/PCB mount 5pin MX stem Clear Linear 35 cN operating force 2.0 mm pre travel 4.0 mm total travel Plate mount 3pin/PCB mount 5pin MX stem Yellow Linear 50 cN operating force 2.0 mm pre travel 4.0 mm total travel Plate mount 3pin/PCB mount 5pin MX stem Green Tactile and clicky 80 cN operating force 2.3 mm pre travel 4.0 mm total travel Plate mount 3pin/PCB mount 5pin MX stem
Everglide EG Aqua King Water King Linear Switch V3 4pin 5pin RGB 55g 62g 67g force mx switch for mechanical keyboard 50m clear body,https://kprepublic.com/collections/switch/products/everglide-eg-aqua-king-water-king-linear-switch-4pin-5pin-rgb-55g-62g-67g-force-mx-switch-for-mechanical-keyboard-50m-clear-body,$5.50,"Everglide Switch housing material: Polycarbonate Stem material: Polycarbonate Maximum switching voltage: 12 V AC/DC Maximum switching current: 10 mA AC/DC Dielectric strength: 500 V / 50Hz Lifespan: > 50 million actuations Contact configuration: Single-pole contact Pretravel: 2.0 (± 0.6 mm) Total travel: 4 mm (± 0.3 mm) Actuation force: 55 gf, 62 gf, or 67 gf (± 10 gf) Operating force: 15 gf Bounce time: < 5 ms (during actuation with 0.4 m/s) Spring: Stainless steel (with a gold-plate） Contacts: Gold alloy Storage Temperature: 41°F – 104°F (5°C – 40°C) Operating Temperature: -40°F – 158°F (-40°C – 70°C)"
gateron switch 3pin 5pin smd milky blue red black brown green clear yellow custom mechanical keyboard xd64 xd60 eepw84 gh60,https://kprepublic.com/collections/switch/products/gateron-switch-3pin-5pin-smd-blue-red-black-brown-green-clear-yellow-silent-for-custom-mechnical-keyboard-xd64-xd60-eepw84-gh60,$3.90,Blacks -50g Linear Blues -55g Clicky Browns- 45g Tactile Clears -35g Linear Greens -80g Clicky Reds -45g Linear Yellows -50g Linear
Novelkey Kailh Box Switch Navy Jade Crystal Royal White Red Brown Black RGB SMD,https://kprepublic.com/collections/switch/products/novelkey-kailh-box-switch-navy-jade-crystal-royal-white-red-brown-black-rgb-smd,$4.45,Tactile Operating force: 60 gf (+/-10 gf) Tactile force: 70gf (+/-10 gf) Pretravel: 1.8 mm (+/- 0.3 mm) Pressure point: 0.6 mm Total travel: 3.6mm (+/- 0.3 mm) Reset point: 1.8 mm
130 switch switches tester with acrylic base blank keycaps for mechanical keyboard,https://kprepublic.com/collections/switch/products/130-switch-switches-tester-with-acrylic-base-blank-keycaps-for-mechanical-keyboard-cherry-kailh-gateron-outemu-ice-ttc-ormon-ysa,$60.90,"Total 130 switches(pls check switches type as the following pics) With Acrylic Base With Blank Keycaps(Romer-G Switch have no keycap) The switches are detachable and interchangeable from the acrylic base. Some switches may be disassembly parts, such as cherry old brown and old blue....."
24 switch switches tester with acrylic base blank keycaps for mechanical keyboard kailh box heavy pro purple orange yellow gold,https://kprepublic.com/collections/switch/products/24-switch-switches-tester-with-acrylic-base-blank-keycaps-for-mechanical-keyboard-kailh-box-heavy-pro-purple-orange-yellow-gold,$15.90,
NovelKeys x Kailh Cream switch RGB SMD linear 55g force 5pin mx clone switch backlit,https://kprepublic.com/collections/switch/products/novelkeys-x-kailh-cream-switch-rgb-smd-linear-55g-force-5pin-mx-clone-switch-backlit,$3.65,
81 switch switches tester with acrylic base cherry kailh gateron outemu ice greetech box,https://kprepublic.com/collections/switch/products/81-switch-switches-tester-with-acrylic-base-blank-keycaps-for-mechanical-keyboard-cherry-kailh-gateron-outemu-ice-greetech-box,$39.90,Total 81 switches(pls check switches type as the following pics) With Acrylic Base With Blank Keycaps The switches are detachable and interchangeable from the acrylic base.
Kailh Box Black Red Brown White RGB SMD Switches Dustproof Switch IP56 waterproof mx,https://kprepublic.com/collections/switch/products/kailh-box-switch-black-red-brown-white-rgb-smd-switches-dustproof-switch-for-mechanical-gaming-keyboard-ip56-waterproof-mx,$4.45,
Everglide EG Dark Jade Tactile Switch 5pin RGB linear 50g force mx clone,https://kprepublic.com/collections/switch/products/everglide-eg-dark-jade-tactile-switch-5pin-rgb-linear-50g-force-mx-clone-switch,$4.75,"Everglide Tactile mechanical switch POM stem, PBT upper and lower housing 5 pin, PCB mount Non-clicky Low wobble Gold-plated stainless steel spring Rated for over 50 million presses 50 g initial force Actuation force: 67 g (+/- 10 gf) Actuator travel: 4.0 ± 0.3 mm Pretravel: 2.0 ± 0.6 mm Initial force: 25gf min Operating force: 50 ± 20 gf Total travel force: 67 ± 20 cN Bounce time: 5 ms (during actuation with 0.4 m/s)"
Kailh Box Heavy Switch dark yellow burnt orange pale blue RGB SMD Switches Dustproof Switch For Mechanical keyboard IP56 mx,https://kprepublic.com/collections/switch/products/kailh-box-heavy-switch-dark-yellow-burnt-orange-pale-blue-rgb-smd-switches-dustproof-switch-for-mechanical-keyboard-ip56-mx-1-px-48-switches,$4.45,
Gateron INK V2 Switch 5pin RGB Tactile Linear Clicky 60g 70g mx stem switch for mechanical keyboard 50m Blue Red Yellow Black,https://kprepublic.com/collections/switch/products/gateron-ink-switch-5pin-rgb-tctile-linear-clicky-60g-70g-mx-stem-switch-for-mechanical-keyboard-50m-blue-red-yellow-black,$5.70,Type-Clicky Travel Distance-2mm Actuation | 4mm Bottom Force-60g Operating | 70g Bottom Manufacturer-Gateron Mount-PCB
Sadan CNC Machined Aluminum Switch Opener For Mechanical Keyboard Switch Cherry Gateron Everglide Kailh Box Grey Yellow Red Blue,https://kprepublic.com/collections/switch/products/sadan-cnc-machined-aluminum-switch-opener-for-mechanical-keyboard-switch-cherry-gateron-everglide-kailh-box-grey-yellow-red-blue,$9.70,"Sadan Material: CNC-machined aluminium Compatible with Cherry, Gateron or Kailh switches"
kailh low profile switch half high ultrathin RGB Swithes For Backlit Mechanical Gaming keyboard brown white blue red Free Shipping,https://kprepublic.com/collections/switch/products/kailh-low-profile-switch-half-high-ultrathin-rgb-swithes-for-backlit-mechanical-gaming-keyboard-brown-white-blue-red-free-shipping,$5.80,
Everglide V2 Transparent Gold Plated Pcb screw in Stabilizer for Custom Mechanical Keyboard gh60 xd64 xd84 6.25x 2x xd96 xd87,https://kprepublic.com/collections/switch/products/everglide-v2-transparent-gold-plated-pcb-screw-in-stabilizer-for-custom-mechanical-keyboard-gh60-xd64-xd84-6-25x-2x-xd96-xd87,$23.90,Everglide Designed for MX-compatible PCBs Updated housings for improved pop-out resistance Gold-plated wires Polymer stabilizers Pre-clipped
cherry switch 3pin 5pin blue red black brown linear green white clear for custom mechnical keyboard xd64 xd60 eepw84 gh60 tada,https://kprepublic.com/collections/switch/products/cherry-switch-3pin-5pin-blue-red-black-brown-linear-green-white-clear-for-custom-mechnical-keyboard-xd64-xd60-eepw84-gh60-tada,$5.80,"Without pressure point, linear firm actuation - switching function with a defined force of approx. 80 cN without contact feedback Mechanical high-precision key module In use worldwide for Original CHERRY keyboards and in keyboards of demanding input device manufacturers Safe and long-lasting reliability of switching performance and characteristics"
kailh low profile choc switch half high ultrathin RGB Swithes For Backlit Mechanical keyboard Dark Yellow Burnt Orange Pale Blue,https://kprepublic.com/collections/switch/products/kailh-low-profile-choc-switch-half-high-ultrathin-rgb-swithes-for-backlit-mechanical-keyboard-dark-yellow-burnt-orange-pale-blue,$5.80,Size：13.8mm*13.8mm*5mm Kailh Low Profile Choc Dark Yellow – Linear | 70g Kailh Low Profile Choc Burnt Orange – Tactile | 70g Kailh Low Profile Choc Pale Blue – Clicky | 70g
EVERGLIDE SWITCH Oreo mx stem transparent clear 5pin 45g tactile,https://kprepublic.com/collections/switch/products/everglide-switch-oreo-mx-stem-transparent-clear-5pin-45g-tactile,$4.70,"50 million keystrokes Oreo switches (Tactile): 45 g initial force, 55 g actuation force,62 g bottom-out force."
Novelkey Kailh Box royal royals Switch RGB SMD Purple Dustproof Switch IP56 mx stem,https://kprepublic.com/collections/switch/products/novelkey-kailh-box-royal-royals-switch-rgb-smd-purple-switches-dustproof-switch-for-mechanical-keyboard-ip56-mx-stem,$4.50,Tactile Operating force: 75 gf (+/-10 gf) Pretravel: 1.8 mm (+/- 0.3 mm) Total travel: 3.6 mm (+/- 0.3 mm) Reset point: 1.8 mm
gateron switch 3pin 5pin rgb blue red black brown green clear yellow for custom mechnical keyboard xd64 xd60 eepw84 gh60,https://kprepublic.com/collections/switch/products/gateron-switch-3pin-5pin-rgb-blue-red-black-brown-green-clear-yellow-for-custom-mechnical-keyboard-xd64-xd60-eepw84-gh60,$3.90,Blacks -50g Linear Blues -55g Clicky Browns- 45g Tactile Clears -35g Linear Greens -80g Clicky Reds -45g Linear Yellows -50g Linear
EVERGLIDE 5pin SWITCH mx stem with transparent clear housing,https://kprepublic.com/collections/switch/products/everglide-switch-sakura-pink-jade-green-coral-red-amber-oran-mx-stem-with-transparent-clear-housing-for-mechanical-keyboard-5pin,$4.57,"Everglide 50 million keystrokes Sakura Pink switches (linear): 35 g initial force, 45 g actuation force Jade Green switches (tactile): 45 initial force, 58 g actuation force Coral Red switches (linear): 50 g initial force, 67 g actuation force Amber Orange switches (linear): 45 g initial force, 58 g actuation force"
kailh speed switch RGB SMD MX Swithes For Backlit Mechanical Gaming keyboard,https://kprepublic.com/collections/switch/products/kailh-speed-switch-rgb-smd-mx-swithes-for-backlit-mechanical-gaming-keyboard,$5.70,"MX-compatible stems Plate mounted Compatible with surface mounted / through-hole LEDs 3.5 mm travel 70 million lifetime click rating Gold switches: Clicky, 50 g springs - 1.4mm +/- 0.3 mm in pre-travel Pink/Bronze switches: Clicky, 50 g springs - 1.1mm +/- 0.3 mm in pre-travel Silver switches: Linear, 50 g springs - 1.1mm +/- 0.3 mm in pre-travel Copper switches: Tactile, 50 g springs - 1.1mm +/- 0.3 mm in pre-travel"
NovelKeys x Kailh Sherbet switch 3pin 2pin RGB SMD Clickbar Orange 45g force mx stem switch,https://kprepublic.com/collections/switch/products/novelkeys-x-kailh-sherbet-switch-3pin-2pin-rgb-smd-clickbar-orange-45g-force-mx-stem-switch,$3.65,
Gateron Silver Pro Switch Linear Dust-proof Single Two-Stage Spring For Mechanical Keyboard Factory pre-lubed 45g 3pin,https://kprepublic.com/collections/switch/products/gateron-silver-pro-switch-linear-dust-proof-single-two-stage-spring-for-mechanical-keyboard-factory-pre-lubed-45g-3pin,$5.30,Product name: Gateron Silver Pro Switch Type:3-pin Linear Switch Spring: Single Spring and Two-Stage Spring Lubrication: Factory pre-lubed Quick trigger New anti-oxidant gold contacts，Can extend Switch life Lifetime: 80 million cycles Dust-proof design Stable shaft Operating force：45g Total travel: 3.4mm Support 2pin/4pin LEDs，SMD lights
gateron optical switch red black brown blue custom mechanical keyboard sk64 sk61 sk68 sk84,https://kprepublic.com/collections/switch/products/gateron-optical-switch-red-black-brown-blue-custom-mechanical-keyboard-sk64-sk61-sk68-sk84,$3.50,
KPrepublic PCB Switch Pad Pads Stickers Foam EVA PE PORON Material for gasket improve sound quality BM60 BM65 BM68 XD64 BM80,https://kprepublic.com/collections/switch/products/kprepublic-pcb-switch-pad-pads-stickers-foam-eva-pe-poron-material-for-gasket-improve-sound-quality-bm60-bm65-bm68-xd64-bm80,$3.90,Poron/EVA/PE material thickness 0.5mm
kailh cyberpunk eva tactile switch SMD Backlit 62g 67g 5pin 50m,https://kprepublic.com/collections/switch/products/kailh-cyberpunk-eva-tactile-switch-smd-backlit-62g-67g-3pin-50m,$5.00,"Kailh Tactile mechanical switch CyberPcolorway Stainless steel spring (62 g or 67 g) Plate mount, 5 pin Lifespan: 50 million keystrokes Actuation force (62 g): 67 g (+/-10 gf Actuation force for (67 g): 72 g (+/-10 gf)"
Kailh Box Switch Chinese Style Red Grey yellow Green RGB SMD Dustproof Switch IP56 waterproof mx,https://kprepublic.com/collections/switch/products/kailh-box-switch-chinese-style-red-grey-yellow-green-rgb-smd-dustproof-switch-for-mechanical-gaming-keyboard-ip56-waterproof-mx,$4.45,Kailh BOX Chinese Red – Linear | 3.6mm travel | 45g Actuation | 55g Bottom Out Kailh BOX Noble Yellow – Clicky | 3.6mm travel | 65g Actuation | 50 Bottom Out Kailh BOX Glazed Green – Clicky | 3.6mm travel | 50g Actuation | 50g Bottom Out Kailh Ancient Grey – Linear | 3.6mm travel | 95g Actuation | 100g Bottom Out
Keyfirst Gateron Cream Switch 5pin RGB linear 62g mx clone switch 50m pink green,https://kprepublic.com/collections/switch/products/keyfirst-gateron-cream-switch-5pin-rgb-linear-62g-mx-clone-switch-50m-pink-green,$4.75,Foundry：GATERON Total travel:：4.0±0.4mm Pre-travel:：2.0±0.6mm Operating force:：62±15gf Duration:：50 million key strokes Switch type:：linear Colorway：Lower Case(cream Green)\Upper case(Cream Pink)\Stem(Cream Yellow) Stem：Self-lubricating Pantone：Cream Green（0921C），Cream Pink（0331C），Cream Yellow（0131C） Spring：Silver Color
Gateron Pro Custom Switch 3pin RGB linear Yellow Red 45g 50g force mx clone switch for mechanical keyboard 50m Pre Lubed,https://kprepublic.com/collections/switch/products/gateron-pro-custom-switch-3pin-rgb-linear-yellow-red-45g-50g-force-mx-clone-switch-for-mechanical-keyboard-50m-pre-lubed,$5.25,"Manufactured by Gateron Linear Rated for 50 million keystrokes 50g Operating force(Pro Yellow) 45g Operating force(Pro Red) 4.0+0.4mm Total Journey 2.0+0.6mm Action Stroke Stem: POM Case: PC Factory Pre-Lubed Edition Pin: 3 pins, PCB mount"
Gateron CAP Milky Yellow Switch V2 Extras 5pin RGB Linear 63g mx stem switch for mechanical keyboard 50m with Acrylic Base Case,https://kprepublic.com/collections/switch/products/gateron-cap-milky-yellow-switch-extras-5pin-rgb-linear-63g-mx-stem-switch-for-mechanical-keyboard-50m-with-acrylic-base-case,$11.80,Type-Linear Travel Distance-2mm Actuation | 4mm Bottom Force-50g Operating | 63g Bottom Manufacturer-Gateron Mount-PCB
Switch paper switch label paper switch film mechanical keyboard switch anti dust beauty,https://kprepublic.com/collections/switch/products/switch-paper-switch-label-paper-switch-film-mechanical-keyboard-switch-anti-dust-beauty,$6.90,Sort by latest
cherry rgb switch 3pin blue red black brown silver for custom mechnical keyboard,https://kprepublic.com/collections/switch/products/cherry-rgb-switch-3pin-blue-red-black-brown-silver-for-custom-mechnical-keyboard,$7.90,"Without pressure point, linear light actuation - switching function with a defined force of approx. 45 cN without contact feedback Noise optimised MX-RGB key switch version optimised for use with SMD LEDs (RGB or single colour) The only solution from a single source: patented (patent pending) noise reduction with integrated 2-component stem and worldwide unique Gold Crosspoint contact technology Minimises bottom-out and top-out noise. Even illumination with optimised, transparent casing and scattering surface including the lens. Option to use all 16.7 million RGB colours in high luminosity (scope of supply does not include LED) Noise reduction takes place in the glass-fibre reinforced base, regardless of 3rd party solutions on the key switch. Long-lasting safe switching performance in the renowned ""Original CHERRY quality"" tried-and-tested a billion times over."
Novelkey Kailh Box Pink Switch RGB SMD pinks Clicky Dustproof Switch IP56 mx stem,https://kprepublic.com/collections/switch/products/novelkey-kailh-box-pink-switch-rgb-smd-pinks-clicky-dustproof-switch-ip56-mx-stem,$4.50,
AKKO CS Switch 45 switches per pack Rose Red Matcha Green Ocean Blue Lavender Purple Radiant Red Vintage White RGB SMD Mechanical keyboard,https://kprepublic.com/collections/switch/products/akko-cs-switch-45-switches-per-pack-rose-red-matcha-green-ocean-blue-lavender-purple-radiant-red-vintage-white-rgb-smd-mechanical-keyboard,$13.90,
NovelKeys x Kailh Blueberry switch 4pin 5pin RGB SMD Tactile 55g force mx stem switch,https://kprepublic.com/collections/switch/products/novelkeys-x-kailh-blueberry-switch-4pin-5pin-rgb-smd-tactile-55g-force-5pin-mx-stem-switch-for-backlit-mechanical-keyboard-50m,$3.65,
Acrylic Switch Tester 2X3 Kailh choc low switch brown white red dark yellow blue orange SMD RGB,https://kprepublic.com/collections/switch/products/acrylic-switch-tester-2x3-kailh-choc-low-switch-brown-white-red-dark-yellow-blue-orange-smd-rgb,$7.50,
NovelKeys x Kailh Pro Heavys pro switch RGB SMD purple light green teal aqua burgundy MX RGB Swithes For Backlit keyboard,https://kprepublic.com/collections/switch/products/novelkeys-x-kailh-pro-heavys-pro-switch-rgb-smd-purple-light-green-teal-aqua-burgundy-mx-rgb-swithes-for-backlit-keyboard,$5.70,
kailh pro switch RGB SMD purple light green teal aqua burgundy MX RGB Swithes,https://kprepublic.com/collections/switch/products/kailh-pro-switch-rgb-smd-purple-light-green-teal-aqua-burgundy-mx-rgb-swithes,$5.70,MX-compatible stems Plate mounted Compatible with surface mounted / through-hole LEDs 70 million lifetime click rating Kailh Burgundy : Linear-50g -1.7mm (operating force/travel) Kailh Purple : Tactile 50g-1.7mm (operating force/travel) Kailh Light Green: Clicky 50g-1.7mm (operating force/travel)
aluminum Switch Tester 2X2 kailh speed switches bronze copper gold golden silver RGB SMD,https://kprepublic.com/collections/switch/products/aluminum-switch-tester-2x2-silver-for-kailh-speed-switches-bronze-copper-gold-golden-silver-rgb-smd-for-mechanical-keyboard,$7.50,
kailh box crystal Navy Jade Pink Royal switch SMD clear MX Switches For Mechanical keyboard 5pin 50m clear housing,https://kprepublic.com/collections/switch/products/kailh-box-crystal-navy-jade-pink-royal-switch-smd-clear-mx-switches-for-mechanical-keyboard-5pin-50m-clear-housing,$4.85,BOX Crystal Switches. BOX switches are IP56 waterproof/dustproof. Only SMD compatible. Not compatible with other LEDS. PCB Mount BOX Crystal Royal – Tactile | 3.6mm travel | 40g Actuation | 70g Bottom Out BOX Crystal Jade – Clicky | 3.6mm Travel | 55g Actuation | 75g Bottom Out BOX Crystal Navy – Clicky | 3.6mm Travel | 60g Actuation | 90g Bottom Out BOX Crystal Pink – Clicky | 3.6mm Travel | 65g Actuation | 55g Bottom Out
Kailh Polia Switch RGB SMD pinks Tactile Switches 3pin Switch Mechanical keyboard mx stem purple like holy panda switch,https://kprepublic.com/collections/switch/products/kailh-polia-switch-rgb-smd-pinks-tactile-switches-3pin-switch-mechanical-keyboard-mx-stem-purple-like-holy-panda-switch,$4.50,"Kailh Type: Tactile 3-pin Plate mount Colour: Purple bottom, transparent top Operating force: 45 ± 10 gf Actuation force: 60 ± 10 gf Bottom-out force: 67 gf Pre-travel: 1.9 mm ± 0.6 mm Total travel: 3.8 mm ± 0.6 mm Lifespan: 70 million keystrokes Dimensions: 13.95 x 15.6 x 10.7 mm"
switch tester with acrylic base cherry kailh outemu ttc ysa greetech otm red blue brown black green orange rgb pro speed heavy,https://kprepublic.com/collections/switch/products/switch-tester-with-acrylic-base-cherry-kailh-outemu-ttc-ysa-greetech-otm-red-blue-brown-black-green-orange-rgb-pro-speed-heavy,$5.90,AT TTC 4 switch: Red\Black\Brown\Blue AT YSA 4 switch: Red\Black\Brown\Blue AT Greetech 4 switch: Red\Black\Brown\Blue AT Gateron 4 switch: Red\Black\Brown\Blue AT OTM 4 switch: Red\Black\Brown\Blue AT Kailh 4 switch: Red\Black\Brown\Blue AT Kailh 6 switch: Red\Black\Brown\Blue\Green\Orange AT Cherry 4 switch: Red\Black\Brown\Blue AT Cherry 4R switch: White\Old Brown\Old Blue\7pin Blue(Old brown and Old Blue are disassembly parts) AT Cherry RGB 6: RGB Red\RGB Black\RGB Brown\RGB Blue\RGB Silent Red\RGB SIlver AT Gateron 14 Switch:RGB Red\RGB Black\RGB Brown\RGB Blue\RGB Clear\RGB Green\RGB Yellow\SMD Red\SMD Black\SMD Brown\SMD Blue\SMD Clear\SMD Green\SMD Yellow
