switch/name,switch/url,switch/price,switch/description
Gateron BOX V2 Ink Pink Black Switch Extras 50g 60g 5pin RGB Linear mx stem switch for mechanical keyboard 80m Pre Lubed,https://kprepublic.com/collections/switch/products/gateron-box-v2-ink-pink-black-switch-extras-50g-60g-5pin-rgb-linear-mx-stem-switch-for-mechanical-keyboard-80m-pre-lubed,$30.50,housing - PC Stem - POM Switch Type - Linear Switch Springs - Pink switch: 15mm plating black; Black switch: 20mm plating black Initial Force - Pink switch: 30+/-10 gf; Black switch: 40+/-10 gf Bottom Force - Pink switch: 50+/-10 gf; Black switch: 60+/-10 gf Pre-travel: 1.2+/-0.3 mm Total Travel: 3.4+/-0.4mm Operating Life: 80 million clicks
Outemu OTM Silent Grey White switch 3pin RGB SMD Tctile 55g Linear 50g Purple Teal mx stem switch for mechanical keyboard 50m,https://kprepublic.com/collections/switch/products/outemu-otm-silent-grey-white-switch-3pin-rgb-smd-tctile-55g-linear-50g-force-mx-stem-switch-for-mechanical-keyboard-50m,$3.20,
switch tester with aluminum base cherry kailh outemu ttc ysa greetech otm red blue brown black green orange rgb pro speed heavy,https://kprepublic.com/collections/switch/products/switch-tester-with-aluminum-base-cherry-kailh-outemu-ttc-ysa-greetech-otm-red-blue-brown-black-green-orange-rgb-pro-speed-heavy,$7.00,MT OTM 4 Switch: Red\Black\Brown\Blue MT RGB Cherry 4 Switch:RGB Red\RGB Black\RGB Brown\RGB Blue MT TTC 4 Switch: Red\Black\Brown\Blue MT Greetech 4 Switch: Red\Black\Brown\Blue MT Gateron 4 Switch: Red\Black\Brown\Blue MT Heavy 4 Switch: Orange\Yellow\Light Green avy MT Kailh 4 Switch: Red\Black\Brown\Blue MT Box 4 Switch: Box White\Box Red\Box Black\Box Brown MT K Speed 4 Switch: Copper\Bronze\Silver\Gold MT K Pro 4 Switch: Pink\Purple\Light Green\Burgundy MT Cherry 8 Switch: Red\Black\Brown\Blue\silver\Green\White\Silent Red
45pcs AKKO CS Silver Switch RGB SMD For Mechanical keyboard Linear 43g Blue Jelly Black Jelly White Sponge Starfish,https://kprepublic.com/collections/switch/products/45pcs-akko-cs-silver-switch-rgb-smd-for-mechanical-keyboard-linear-43g-blue-jelly-black-jelly-white-sponge-starfish,$13.99,Linear switch Total Travel 3.0+/-0.3mm 45 switches per pack
Gateron Zealio V2 Switch Tactile 62g 65g 67g 78g 5pin SMD RGB mx stem switch for mechanical keyboard Purple Colorway,https://kprepublic.com/collections/switch/products/gateron-zealio-v2-switch-tactile-62g-65g-67g-78g-5pin-smd-rgb-mx-stem-switch-for-mechanical-keyboard-purple-colorway,$6.10,"62g Zealio - Smooth, crisp and light, a bit heavier than MX Browns in weight, but offer a much smoother experience with a crisper and large tactile bump feedback when compared to Holy Pandas. Lightest variant Zealio. 65g Zealio - Smooth, long, drawn-out tactile bump from the top. Nice cushion during bottom out. 67g Zealio - ""Crisp & responsive"" tactile bump feeling at the very top with more cushion during bottom out than 65g Zealio V2. 78g Zealio - For those that prefer a slightly lighter MX Clear, but want a bigger and smoother bump than MX Clears / Holy Pandas. The tactile bump is round and snappy at the very top. From beginning to end, the spring is heavier than all other Zealio variants."
Gateron Switch Opener CNC Machined Aluminum Switch Opener For Mechanical Keyboard Switch Cherry TTC Candy Everglide Kailh Box,https://kprepublic.com/collections/switch/products/gateron-switch-opener-cnc-machined-aluminum-switch-opener-for-mechanical-keyboard-switch-cherry-ttc-candy-everglide-kailh-box,$28.80,"Gateron Material: CNC-machined aluminium Compatible with Cherry, Gateron or Kailh switches Size: Length: 126mm Height: 18.1mm (Refer to the picture for details)"
Kailh BOX Silent Pink Switch RGB SMD pink Linear 45g brown tactile Switches Dustproof Switch Mechanical keyboard IP56 mx stem,https://kprepublic.com/collections/switch/products/kailh-box-silent-pink-switch-rgb-smd-pink-linear-45g-switches-dustproof-switch-for-mechanical-keyboard-ip56-mx-stem,$4.50,
kailh box crystal tactile switch SMD clear MX Switches 62g 67g 5pin 50m clear housing,https://kprepublic.com/collections/switch/products/kailh-box-crystal-tactile-switch-smd-clear-mx-switches-62g-67g-5pin-50m-clear-housing,$4.85,"Box switch stem Tactile switch 5 pin (PCB mount) Clear housing 50-million-keystroke cycle life Actuation force, 62g: 67g (+/- 10gf) Actuation force, 67g: 72g (+/- 10gf)"
Keyfirst TTC Watermelon Milk Shake Custom Switch 3pin RGB Tactile 55g force mx clone switch for mechanical keyboard 50m,https://kprepublic.com/collections/switch/products/keyfirst-ttc-watermelon-milk-shake-custom-switch-3pin-rgb-tactile-55g-force-mx-clone-switch-for-mechanical-keyboard-50m,$4.75,Foundry：TTC Total travel:：4.0±0.4mm Pre-travel:：2.0±0.6mm Operating force:：55±15gf Duration:：50 million key strokes Switch type:：Tactile
Gateron CAP Black Crystal Switch V2 3pin SMD RGB mx stem switch for mechanical keyboard pre lubed Brown Yellow Silent Red Silver,https://kprepublic.com/collections/switch/products/gateron-cap-black-crystal-switch-3pin-smd-rgb-mx-stem-switch-for-mechanical-keyboard-pre-lubed-brown-yellow-silent-red-silver,$5.35,Type-Linear Travel Distance-2mm Actuation | 4mm Bottom Force-50g Operating | 60g Bottom Mount-PCB Service Life-80M
EVERGLIDE SWITCH Crystal purple mx stem 5pin 45g tactile 10 switch/pac,https://kprepublic.com/collections/switch/products/everglide-switch-crystal-purple-mx-stem-5pin-45g-tactile-similar-to-holy-panda,$8.90,"50 million keystrokes Everglide Crystal Purple switches (Tactile): 45 g initial force, 55 g actuation force,63.5 g bottom-out force."
TTC Gold Pink switch 3pin RGB SMD linear 37g force mx clone switch100m,https://kprepublic.com/collections/switch/products/ttc-gold-pink-switch-3pin-rgb-smd-linear-37g-force-mx-clone-switch100m,$3.65,
Kailh Box Red Pro Switch 35g Linear RGB SMD Switches DustproofIP56 waterproof mx,https://kprepublic.com/collections/switch/products/kailh-box-red-pro-switch-35g-linear-rgb-smd-switches-dustproofip56-waterproof-mx,$4.50,Box Red Pro Linear Operating force: 35 gf (+/-10 gf) Pretravel: 1.8 mm (+/- 0.3 mm) Pressure point: 1.7 mm Total travel: 3.6 mm (+/- 0.3 mm) Reset point: 1.8 mm
AKKO CS Switch RGB SMD Mechanical keyboard 45 switches per pack Jelly Pink Jelly Blue Jelly Black Jelly White Sponge Starfish,https://kprepublic.com/collections/switch/products/akko-cs-switch-rgb-smd-mechanical-keyboard-45-switches-per-pack-jelly-pink-jelly-blue-jelly-black-jelly-white-sponge-starfish,$16.99,Jelly Pink - Linear Jelly Blue - Tactile Jelly Black - Linear Jelly White - Linear Sponge - Tactile Starfish - Linear
AKKO 14in1 Acrylic Switch Tester Mechanical Keyboard Jelly Pink Blue Black White Sponge Starfish Green Blue Purple White,https://kprepublic.com/collections/switch/products/akko-14in1-acrylic-switch-tester-mechanical-keyboard-jelly-pink-blue-black-white-sponge-starfish-green-blue-purple-white,$20.30,
aluminum Switch Tester 2X2 silver for kailh box switches black red brown white RGB SMD Switches Dustproof Switch,https://kprepublic.com/collections/switch/products/aluminum-switch-tester-2x2-silver-for-kailh-box-switches-black-red-brown-white-rgb-smd-switches-dustproof-switch,$7.50,
everglide EG 9 switch switches tester with acrylic base for mechanical keyboard Purple Cyan Oreo Red Orange Aqua King Dark Jade,https://kprepublic.com/collections/switch/products/everglide-eg-9-switch-switches-tester-with-acrylic-base-for-mechanical-keyboard-purple-cyan-oreo-red-orange-aqua-king-dark-jade,$10.40,Dark Jade x1 Tourmaline Blue V2.5 62g x1 Bamboo Green x1 Crystal Purple x1 Aqua King 62g x1 Oreo x1 Coral Red x1 Amber Orange x1 Sakura Pink x1
kailh switch 3pin blue red black brown green orange,https://kprepublic.com/collections/switch/products/kailh-switch-3pin-blue-red-black-brown-green-orange,$4.90,"Both monochrome LED and RGB LED versions exist. The ""Chroma"" RGB versions support full-colour backlighting through the use of special RGB LEDs with all four legs inline across the switch, and a wide slit in the switch in place of the regular circular LED recess. The original variants were orange and green and took monochrome LEDs. This has now been supplemented by the Chroma RGB switches and by a new yellow variant, which is Razer's equivalent of Cherry MX Speed Silver and Cherry MX Speed RGB Silver."
Kailh Heavy Switch dark yellow burnt orange pale blue RGB SMD Switches For Mechanical keyboard mx 3pin,https://kprepublic.com/collections/switch/products/kailh-heavy-switch-dark-yellow-burnt-orange-pale-blue-rgb-smd-switches-for-mechanical-keyboard-mx-3pin,$5.70,
Gateron Robin Custom Switch 5pin RGB linear 62g 67g force mx clone switch 50m,https://kprepublic.com/collections/switch/products/gateron-robin-custom-switch-5pin-rgb-linear-62g-67g-force-mx-clone-switch-50m,$4.75,"Manufactured by Gateron Linear Custom colorway Rated for 50 million keystrokes 62 g actuation force = 67 g ( +/- 10 gf) 67 g actuation force = 72 g (+/- 10 gf) Stem: POM(pantone 7471 C) Upper case: PC Lower case: PA66 (pantone 7471 C) Spring: Gold plating Pin: 5 pin, PCB mount"
aluminum/Acrylic Switch Tester 2X2 kailh box switches Chinese Style red green grey yellow RGB SMD,https://kprepublic.com/collections/switch/products/aluminum-or-acrylic-switch-tester-2x2-kailh-box-switches-chinese-style-red-green-grey-yellow-rgb-smd-for-mechanical-keyboard,$5.50,
TTC ACE Linear switch 2pin 3pin RGB SMD linear 60g force mx stem switch for backlit mechanical keyboard 10m,https://kprepublic.com/collections/switch/products/ttc-ace-linear-switch-2pin-3pin-rgb-smd-linear-60g-force-mx-stem-switch-for-backlit-mechanical-keyboard-10m,$4.50,ACE 5-pin plate mount MX-compatible Stem material: POM Top housing material: PC Bottom housing material: Nylon Maximum switching voltage: 12 V AC/DC Maximum switch current: 10 Ma AC/DC Dielectric strength: 500 V / 50 Hz Durability: 10 million actuations+ Contact configuration: Single pole contact Actuation force: 60 gf Actuator travel: 4 mm (± 0.2 mm) Pretravel: 2 mm (± 0.3 mm) Initial force: 43 gf Bounce time: <5 ms Spring material: Gold-plated stainless steel Contacts: High-quality gold alloy Storage temperature: 41°F – 104°F ( 5°C – 40°C) Operating temperature: -40°F – 158°F (-40°C – 70°C)
Outemu otm gaote alps switch Clicky 30g Linear 60g like alps switches Matias switch,https://kprepublic.com/collections/switch/products/outemu-otm-gaote-alps-switch-clicky-30g-linear-60g-like-alps-switches-matias-switch,$5.99,"Switch type Clicky(White); linear(Red) Sense method Metal leaf Actuation force 60±5 gf (quiet click, click) 35±5 gf (linear) Pretravel 2.2±0.2 mm Total travel 3.5 mm"
otm outemu 3pin dustproof switch IP56 waterproof,https://kprepublic.com/collections/switch/products/otm-outemu-3pin-dustproof-switch-for-custom-mechanical-keyboard-gh60-xd64-xd60-eepw84-gh60-tada68-rgb-87-104-zz96,$5.40,
Kailh White Owl V2 Switch RGB SMD Clicky 70g Switches For Mechanical keyboard mx stem 5pin White Grey,https://kprepublic.com/collections/switch/products/kailh-white-owl-v2-switch-rgb-smd-clicky-70g-switches-for-mechanical-keyboard-mx-stem-5pin-white-grey,$5.65,
TTC Bluish White 42g Switch Tactile Switches For Mechanical Keyboard MX Series 3 Pins smd rgb light cyan colorway,https://kprepublic.com/collections/switch/products/ttc-bluish-white-42g-switch-tactile-switches-for-mechanical-keyboard-mx-series-3-pins-smd-rgb-light-cyan-colorway,$3.65,Tactile Operating force - 42+/-5 gf
aluminum/Acrylic Switch Tester 2X2 EVERGLIDE SWITCH RGB,https://kprepublic.com/collections/switch/products/aluminum-or-acrylic-switch-tester-2x2-everglide-switch-sakura-pink-jade-green-coral-red-amber-orange-rgb-for-mechanical-keyboard,$6.50,"Sakura Pink switches (linear): 35 g initial force, 45 g actuation force Jade Green switches (tactile): 45 initial force, 58 g actuation force Coral Red switches (linear): 50 g initial force, 67 g actuation force Amber Orange switches (linear): 45 g initial force, 58 g actuation force"
Apes Time Kailh Box Bullet Switch Chimp Switch for Gaming Mechanical Keyboard Switch 5PINS RGB SMD Linear Clicky Dustproof,https://kprepublic.com/collections/switch/products/apes-time-kailh-box-bullet-switch-chimp-switch-for-gaming-mechanical-keyboard-switch-5pins-rgb-smd-linear-clicky-dustproof,$5.60,"Kailh’s brand-new Box Master mould, similar to Jade switch, comes with light diffusion POM stem, POM bottom, PC top-housing. Prolonged 45g spring Key travel 3.8mm Bottom force 55g"
Acrylic Switch Tester 9 LCET SWITCH for Mechanical Keyboard Joker pink White Black Queen blue Grace Sprout Pink Sweet Heart,https://kprepublic.com/collections/switch/products/acrylic-switch-tester-9x9-lcet-switch-for-mechanical-keyboard-joker-pink-white-black-queen-blue-grace-sprout-pink-sweet-heart,$9.50,
kailh box crystal Royal switch SMD clear MX Switches For Mechanical keyboard 5pin 50m clear housing Tactile,https://kprepublic.com/collections/switch/products/kailh-box-crystal-royal-switch-smd-clear-mx-switches-for-mechanical-keyboard-5pin-50m-clear-housing-tactile,$4.85,BOX Crystal Royal – Tactile | 3.6mm travel | 40g Actuation | 70g Bottom Out BOX Crystal Jade – Clicky | 3.6mm Travel | 55g Actuation | 75g Bottom Out BOX Crystal Navy – Clicky | 3.6mm Travel | 60g Actuation | 90g Bottom Out BOX Crystal Pink – Clicky | 3.6mm Travel | 65g Actuation | 55g Bottom Out
EVERGLIDE SWITCH Tourmaline Blue Cyan mx stem 5pin 45g Linear,https://kprepublic.com/collections/switch/products/everglide-switch-tourmaline-blue-cyan-mx-stem-5pin-45g-linear,$8.90,"Everglide 50 million keystrokes Tourmaline Blue switches (Linear): 45 g initial force, 50 g actuation force,55 g bottom-out force."
Kailh X Domikey Knight Saber Switch RGB SMD Tactile 60g Switches For Mechanical keyboard mx 5pin pom material Self lubricating,https://kprepublic.com/collections/switch/products/kailh-x-domikey-knight-saber-switch-rgb-smd-tactile-60g-switches-for-mechanical-keyboard-mx-5pin-pom-material-self-lubricating,$5.75,
Novelkey Kailh Hako Royal Clears Switch RGB SMD Tactile 85g Switches Dustproof Switch For Mechanical keyboard IP56 mx stem,https://kprepublic.com/collections/switch/products/novelkey-kailh-hako-royal-clears-switch-rgb-smd-tactile-85g-switches-dustproof-switch-for-mechanical-keyboard-ip56-mx-stem,$4.50,
Cherry low profile red switch half high ultrathin RGB Swithes For Backlit Mechanical keyboard lifetime 50m Linear,https://kprepublic.com/collections/switch/products/cherry-low-profile-red-switch-half-high-ultrathin-rgb-swithes-for-backlit-mechanical-keyboard-lifetime-50m-linear,$3.87,"Protection class: IP40 Operation characteristics: Low Profile, linear Switching voltage: 12V AC/DC max. Dielectric strength: 500V / 50Hz Durability: > 50 million actuations Contact configuration: Single-pole contact Actuator travel: 3.2 ± 0.25 mm Pretravel: 1.2 ± 0.3 mm Initial force: 40 cN min. Actuation force: 45 ± 15 cN Bounce time: typically 1 ms Minimum lead spacing: 16 mm Lighting: SMD LED, mounted directly on the circuit board Insulation materials: Thermoplastics Spring: Stainless steel Contacts: High-quality gold alloy Storage Temperature: -40°C to 70°C Operating Temperature: 5°C to 40°C Humidity: Storage: average <50% max.​ 3 months / 75% max.15 days,operation: 5% to 95% without condensation"
Gateron CAP Gold Switch V2 Extras 5pin RGB Linear 63g mx stem switch for mechanical keyboard 50m Gold Yellow with Acrylic Base Case,https://kprepublic.com/collections/switch/products/gateron-cap-gold-switch-extras-5pin-rgb-linear-63g-mx-stem-switch-for-mechanical-keyboard-50m-gold-yellow-with-acrylic-base-case,$18.00,Type-Linear Travel Distance-2mm Actuation | 4mm Bottom Force-50g Operating | 63g Bottom Manufacturer-Gateron Mount-PCB
Kailh Fried Egg V2 Switch RGB SMD Linear 60g Switches For Mechanical keyboard mx stem 5pin pom Self lubricating Yellow,https://kprepublic.com/collections/switch/products/kailh-fried-egg-v2-switch-rgb-smd-linear-60g-switches-for-mechanical-keyboard-mx-stem-5pin-pom-self-lubricating-yellow,$5.65,Sort by latest
mStone Switch Spring 2 stages long 3 stages long 35g 40g 45g 50g 55g 60g 62g 67g 75g 80g Custom Cherry MX Independent packing,https://kprepublic.com/collections/switch/products/mstone-switch-spring-2-stages-long-3-stages-long-35g-40g-45g-50g-55g-60g-62g-67g-75g-80g-custom-cherry-mx-independent-packing-1,$8.90,Stainless Steel Springs 2 stages long/3 stages long Individual package 80 million clicks
Queen Switch RGB SMD Linear 60g Switch per tastiera meccanica mx 5pin con molla autolubrificante edizione placcata oro,https://kprepublic.com/collections/switch/products/queen-switch-rgb-smd-linear-60g-switch-per-tastiera-meccanica-mx-5pin-con-molla-autolubrificante-edizione-placcata-oro,$5.62,"If you choose the A option, it is not Lubed Edition, if you choose the B Option, it is the factory Lubed Edition."
Acrylic Switch Tester 2X2 TTC gold pink gold brown silent red silent brown SMD RGB,https://kprepublic.com/collections/switch/products/acrylic-switch-tester-2x2-ttc-gold-pink-gold-brown-silent-red-silent-brown-smd-rgb,$6.50,
Everglide Bamboo Green Tactile Switch 4pin 5pin RGB 62g force mx clone switch for mechanical keyboard 50m like holy Panda,https://kprepublic.com/collections/switch/products/everglide-bamboo-green-tactile-switch-4pin-5pin-rgb-62g-force-mx-clone-switch-for-mechanical-keyboard-50m-like-holy-panda,$4.75,"Everglide Tactile mechanical switch POM stem, PBT upper and lower housing 5 pin, PCB mount Non-clicky Low wobble Gold-plated stainless steel spring Rated for over 50 million presses 43 g initial force Actuation force: 62 g (+/- 10 gf) Actuator travel: 4.0 ± 0.3 mm Pretravel: 2.0 ± 0.6 mm Initial force: 25gf min Operating force: 43 ± 20 gf Total travel force: 62 ± 20 cN Bounce time: 5 ms (during actuation with 0.4 m/s)"
Mengmoda MMD Tactile Switch 3pin RGB 62g force mx clone switch for mechanical keyboard 50m like holy Panda white orange,https://kprepublic.com/collections/switch/products/mengmoda-mmd-tactile-switch-3pin-rgb-62g-force-mx-clone-switch-for-mechanical-keyboard-50m-like-holy-panda-white-orange,$4.75,"Mengmoda Tactile mechanical switch POM stem, PBT upper and lower housing 3 pin, PCB mount Non-clicky Rated for over 50 million presses 50 g initial force Actuation force: 62 g (+/- 10 gf) Actuator travel: 4.0 ± 0.3 mm Pretravel: 2.0 ± 0.6 mm Initial force: 25gf min Operating force: 50 ± 20 gf Total travel force: 62 ± 20 cN Bounce time: 5 ms (during actuation with 0.4 m/s)"
ABS Plastic Switch Tester Base with Clear Blank Keycap for switch for EVERGLIDE Cherry Gateron Kailh TTC Candy Durock,https://kprepublic.com/collections/switch/products/abs-plastic-switch-tester-base-with-clear-blank-keycap-for-switch-for-everglide-cherry-gateron-kailh-ttc-candy-durock,$4.50,ABS Plastic Material With Strap x1 With Clear Blank Keycap x1
Kailh X Domikey Canary Switch RGB SMD Tactile 60g Switches For Mechanical keyboard mx stem 5pin pom material Self lubricating,https://kprepublic.com/collections/switch/products/kailh-x-domikey-canary-switch-rgb-smd-tactile-60g-switches-for-mechanical-keyboard-mx-stem-5pin-pom-material-self-lubricating,$5.80,
Novelkey Kailh Hako Royal True Switch RGB SMD pink Tactile 50g Switches Dustproof Switch For Mechanical keyboard IP56 mx stem,https://kprepublic.com/collections/switch/products/novelkey-kailh-hako-royal-true-switch-rgb-smd-pink-tactile-50g-switches-dustproof-switch-for-mechanical-keyboard-ip56-mx-stem,$4.50,
HUANO Holy Tom Switch RGB Advance Tactile 60g Switches For Mechanical keyboard mx stem 3pin Symmetric Long Spring Blue White,https://kprepublic.com/collections/switch/products/huano-holy-tom-switch-rgb-advance-tactile-60g-switches-for-mechanical-keyboard-mx-stem-3pin-symmetric-long-spring-blue-white,$5.34,"Upper cover: Transparent Blue Lower cover: Transparent Blue Axis: Clear White Symmetric Long Spring Actuation Force: 60gf Tactile Position: 0.5±0.3mm Pre-Travel stroke: 2.0±0.3mm Total stroke: 3.3+0/-0.3mm Life: 80,000,000 times Switch type: Linear switch"
LCET Pink Sweet Heart Switch RGB Tactile 58g Switches For Mechanical keyboard mx stem 5pin pink wihte similar to holy panda,https://kprepublic.com/collections/switch/products/lcet-pink-sweet-heart-switch-rgb-tactile-58g-switches-for-mechanical-keyboard-mx-stem-5pin-pink-wihte-similar-to-holy-panda,$5.50,"Upper cover: transparent Milky Lower cover: White Axis: Pink Initial Force: 47gf Actuation Force: 58gf Total stroke: 3.6+0/-0.3mm Action stroke: 1.8±0.2mm Life: 50,000,000 times Switch type: Tactile switch"
Evil AIR Y Tactile Switch 3pin RGB 67g force mx clone switch for mechanical keyboard 50m POM Stem Blue Grey,https://kprepublic.com/collections/switch/products/evil-air-y-tactile-switch-3pin-rgb-67g-force-mx-clone-switch-for-mechanical-keyboard-50m-pom-stem-blue-grey,$4.75,"Evil AIR Y Tactile mechanical switch POM stem, PBT upper and lower housing 3 pin, PCB mount Rated for over 50 million presses 45 g initial force Actuation force: 67 g (+/- 10 gf) Actuator travel: 4.0 ± 0.3 mm Pretravel: 2.0 ± 0.6 mm Initial force: 25gf min Operating force: 50 ± 20 gf Total travel force: 67 ± 20 cN Bounce time: 5 ms (during actuation with 0.4 m/s) Upper Case-Material: PC ;Pantone 14-4122TCX Lower Case-Material: PA66; Pantone:14-4202TCX"
KeyFirst Bling Linear Switch 5pin RGB 30g 45g 62g 67g 80g force mx clone switch for mechanical keyboard 60m Gold Sping,https://kprepublic.com/collections/switch/products/keyfirst-bling-linear-switch-5pin-rgb-30g-45g-62g-67g-80g-force-mx-clone-switch-for-mechanical-keyboard-60m-gold-sping,$5.50,"Feeling： Linear, Pre-Lubed Material: Housing-PC; Stem-POM Spring: Gold plated two-part spring and made of high-quality Korean KOS Mount: 5-pin PCB mount LED support: Support for SMD RGB LED, 2-leg LED Transparent housing with shiny powder Travel: 2.0 mm pre-travel/ 3.8 mm total travel Press life：60 million clicks"
Kailh Deep Sea Ocean BOX V2 Switch RGB SMD Silent Linear 45g Switches Mechanical keyboard mx stem 3pin Blue,https://kprepublic.com/collections/switch/products/kailh-deep-sea-ocean-box-v2-switch-rgb-smd-silent-linear-45g-switches-mechanical-keyboard-mx-stem-3pin-blue,$5.68,Linear switch Operating Force 45gf Pre-travel 1.8+/-0.3mm Rebound force >/=15gf Total travel 3.6+/-0.3mm Operating Life 100 million clicks Kailh Tech Sheet
Kailh Box Cream switch 4pin 5pin RGB SMD linear 55g force 5pin mx stem switch for backlit mechanical keyboard 50m,https://kprepublic.com/collections/switch/products/kailh-box-cream-switch-4pin-5pin-rgb-smd-linear-55g-force-5pin-mx-stem-switch-for-backlit-mechanical-keyboard-50m,$3.65,Type-Linear Travel Distance-2mm Actuation | 4mm Bottom Force-45g Operating | 55g Bottom Manufacturer-Kailh PCB mounted (5 pin)
9 switch switches tester with acrylic base blank keycaps for mechanical keyboard kailh heavy pro purple gold copper navy pink,https://kprepublic.com/collections/switch/products/9-switch-switches-tester-with-acrylic-base-blank-keycaps-for-mechanical-keyboard-kailh-heavy-pro-purple-gold-copper-navy-pink,$10.90,
DUROCK Silent Linear Switches 62g Dolphin Gold Plated Spring Classic Blue Patent Silent Stem 5 Pins Linear Keyswitch for DIY,https://kprepublic.com/collections/switch/products/durock-silent-linear-switches-62g-dolphin-gold-plated-spring-classic-blue-patent-silent-stem-5-pins-linear-keyswitch-for-diy,$5.75,House cover - Polymer Nylon Stem - POM Linear switch Gold plated spring around 14mm Initial Force 42+/-5gf Bottom Force 62+/-5gf Total Travel 3.8+/-0.4mm
mStone Switch Spring 1 stage 35g 40g 45g 50g 55g 60g 62g 67g 75g 80g Custom Cherry MX Independent packing,https://kprepublic.com/collections/switch/products/mstone-switch-spring-1-stage-35g-40g-45g-50g-55g-60g-62g-67g-75g-80g-custom-cherry-mx-independent-packing,$5.90,Stainless Steel Springs 1 stage at 15mm/18mm/22mm Individual package 80 million clicks
Novelkey Kailh Hako Royal Violet Switch RGB SMD pink Tactile 50g Switches Dustproof Switch For Mechanical keyboard IP56 mx stem,https://kprepublic.com/collections/switch/products/novelkey-kailh-hako-royal-violet-switch-rgb-smd-pink-tactile-50g-switches-dustproof-switch-for-mechanical-keyboard-ip56-mx-stem,$5.61,
LCET Ice World Switch RGB Linear 50g Switches For Mechanical keyboard mx stem 5pin Clear body white stem,https://kprepublic.com/collections/switch/products/lcet-ice-world-switch-rgb-linear-50g-switches-for-mechanical-keyboard-mx-stem-5pin-clear-body-white-stem,$5.50,"Upper cover: Clear Lower cover: Clear Axis: White Initial Force: 42gf Actuation Force: 50gf Total stroke: 4.0+0/-0.2mm Action stroke: 2.0±0.2mm Life: 50,000,000 times Switch type: Linear switch"
Candy Green Jade Switch RGB SMD Linear 55g 62g Switches For Mechanical keyboard mx stem 5pin Gold Plated Long Spring,https://kprepublic.com/collections/switch/products/candy-green-jade-switch-rgb-smd-linear-55g-62g-switches-for-mechanical-keyboard-mx-stem-5pin-gold-plated-long-spring,$5.58,Switching voltage: 12 V AC/DC max. Switching current: 10 mA AC/DC max. Dielectric strength: 500 V / 50Hz Durability: 50 million actuation Actuator travel: 4.0 ± 0.3 mm Pretravel: 2.0 ± 0.5 mm Initial force: 37gf or 45gf. Actuation Force: 55gf or 62gf Per-switch LED compatibility: SMD and through-hole Gold Plated Long Spring(About 22mm) MX-compatible Storage Temperature: 5°C to 40°C Operating Temperature: -40°C to 70°C
LCET Blue Pink Switch RGB Tactile 58g Switches For Mechanical keyboard mx stem 5pin Light Blue similar to holy panda,https://kprepublic.com/collections/switch/products/lcet-blue-pink-switch-rgb-tactile-58g-switches-for-mechanical-keyboard-mx-stem-5pin-light-blue-similar-to-holy-panda,$5.50,"Upper cover: Blue Lower cover: Pink Axis: Green Initial Force: 47gf Actuation Force: 58gf Total stroke: 3.6+0/-0.3mm Action stroke: 1.8±0.2mm Life: 50,000,000 times Switch type: Tactile switch"
Kailh Jellyfish V2 Switch RGB SMD Linear 60g Switches For Mechanical keyboard mx stem 5pin Self lubricating Transparent,https://kprepublic.com/collections/switch/products/kailh-jellyfish-v2-switch-rgb-smd-linear-60g-switches-for-mechanical-keyboard-mx-stem-5pin-self-lubricating-transparent,$5.85,Kailh Switch type: Linear Factory pre-lubed Kailh Box Master Series structure to improve service life Housing material: Polycarbonate (PC) Stem material: High-molecular polyamide (PA) Lifespan: 50 million actuations Total travel: 4 mm ± 0.3 mm Pretravel: 2 mm ± 0.3 mm Actuation force: 50 gf (± 10 gf) Bottom force: 60 gf (± 10 gf) Contact material: Gold-plated alloy Spring length: 18 mm Storage temperature: 41°F – 104°F (5°C – 40°C) Operating temperature: -40°F – 158°F (-40°C – 70°C)
Gateron G Pro White Clear Custom Switch 3pin RGB SMD linear 38g force mx for mechanical keyboard 60m Pre Lubed 1 2 step spring,https://kprepublic.com/collections/switch/products/gateron-g-pro-white-clear-custom-switch-3pin-rgb-smd-linear-38g-force-mx-for-mechanical-keyboard-60m-pre-lubed-1-2-step-spring,$12.80,Pro White OneStageS means it is a 1 step spring edition. Pro Wihte TwoStageS means it is a 2 step spring edition.
LCET Joker Switch RGB Tactile 58g Switches For Mechanical keyboard mx stem 5pin Green Purple similar to holy panda,https://kprepublic.com/collections/switch/products/lcet-joker-switch-rgb-tactile-58g-switches-for-mechanical-keyboard-mx-stem-5pin-green-purple-similar-to-holy-panda,$5.50,"Upper cover: Purple Lower cover: Purple Axis: Green Initial Force: 47gf Actuation Force: 58gf Total stroke: 3.6+0/-0.3mm Action stroke: 1.8±0.2mm Life: 50,000,000 times Switch type: Tactile switch"
EVERGLIDE SWITCH Tourmaline Blue V2.5 Cyan mx stem with mx stem Mechanical keyboard 5pin 55g 62g 67g Linear,https://kprepublic.com/collections/switch/products/everglide-switch-tourmaline-blue-v2-5-cyan-mx-stem-with-mx-stem-for-mechanical-keyboard-5pin-55g-62g-67g-linear,$5.62,"Everglide 50 million keystrokes Tourmaline Blue switches (Linear): 38 g initial force, 50 g actuation force,55 g bottom-out force. Tourmaline Blue switches (Linear): 45 g initial force, 55 g actuation force,62 g bottom-out force. Tourmaline Blue switches (Linear): 55 g initial force, 62 g actuation force,67 g bottom-out force."
