[Pre-Order] D45 RGB Hoswap PCB,https://kbdfans.com/collections/pcb/products/pre-order-d45-rgb-hoswap-pcb,$55.00,
bm60 rgb 60% gh60 hot swappable PCB programmed qmk firmware type c,https://kprepublic.com/collections/pcb/products/bm60-rgb-60-gh60-hot-swappable-pcb-programmed-qmk-firmware-type-c,$48.90,1\More than 60 keys   2\Supports offline flash app   3\Fully programmable PCB(QMK supported)   4\Full hot swappable switch sockets   5\Full RGB switches Leds(With kinds of LED effects)   6\6 bottom RGB underglow leds(pre-soldered)   7\Standard ICSP interface   8\MX Stem support   9\All components of the board have been pre-soldered so the PCB is ready for key switches and LEDs   10\Type C port
XD87 Custom Mechanical Keyboard Kit 80% Supports TKG-TOOLS Underglow RGB,https://kprepublic.com/collections/pcb/products/xd87-xd87-xd80-custom-mechanical-keyboard-kit80-supports-tkg-tools-support-underglow-rgb-pcb-programmed-gh80-kle,$36.90,
XD75Re XD75Am XD75 xiudi 60% Custom Keyboard PCB,https://kprepublic.com/collections/pcb/products/xd75re-xd75am-xd75-xiudi-60-custom-keyboard-pcb,$57.90,
hot swappable XD87 Custom Mechanical Keyboard Kit 80% Underglow RGB,https://kprepublic.com/collections/pcb/products/hot-swappable-xd87-hs-xd87-custom-mechanical-keyboard-kit80-supports-tkg-tools-support-underglow-rgb-pcb-programmed-gh80-kle,$39.90,
Cospad 20% Numpad XD24 Xiudi Custom Keyboard PCB,https://kprepublic.com/collections/pcb/products/cospad-20-numpad-xd24-xiudi-custom-keyboard-pcb,$26.70,
xd60 xd64 3.0 PCB Custom Mechanical Keyboard Kit underglow RGB GH60 60% programmable mx alps stem split spacebar type c,https://kprepublic.com/collections/pcb/products/xd60-xd64-3-0-pcb-custom-mechanical-keyboard-kit-underglow-rgb-gh60-60-programmable-mx-alps-stem-split-spacebar-type-c,$30.60,
XD84 pro Custom Mechanical Keyboard Kit 75% TKG-TOOLS RGB underglow programmed,https://kprepublic.com/collections/pcb/products/xd84pro-xd84-pro-custom-mechanical-keyboard-kit-75-supports-tkg-tools-support-underglow-rgb-pcb-programmed-gh84-kle-type-c,$14.70,
XD84 Pro Xiudi 75% Custom Keyboard PCB TKG-TOOLS Underglow RGB,https://kprepublic.com/collections/pcb/products/xd84-pro-xiudi-70-custom-keyboard-pcb,$33.90,
Daisy 40% Custom Keyboard PCB,https://kprepublic.com/collections/pcb/products/daisy-40-custom-keyboard-pcb,$38.60,
bm40 rgb 40% hot swap Custom Mechanical Keyboard PCB qmk underglow type c planck,https://kprepublic.com/collections/pcb/products/bm40-rgb-40-hot-swap-custom-mechanical-keyboard-pcb-qmk-underglow-type-c-planck,$44.90,1\More than 40 keys   2\Supports offline flash app   3\Fully programmable PCB(QMK supported)   4\Full hot-swappable switch sockets   5\Full RGB switches LEDs(With kinds of LED effects)   6\6 bottom RGB underglow leds(pre-soldered)   7\Standard ICSP interface   8\MX Stem support   9\All components of the board have been pre-soldered so the PCB is ready for key switches and LEDs   10\Type C port
xiudi xd68 pcb 65% Support TKG-TOOLS Underglow RGB PCB programmed kle,https://kprepublic.com/collections/pcb/products/xiudi-xd68-pcb-65-custom-mechanical-keyboard-support-tkg-tools-underglow-rgb-pcb-programmed-kle-lots-of-layouts,$30.90,
XD96 PCB 90% Custom Mechanical Keyboard Underglow RGB TKG-TOOLS Programmable,https://kprepublic.com/collections/pcb/products/xd96-pcb-90-custom-mechanical-keyboard-supports-tkg-tools-underglow-rgb-programmed,$47.90,
bm980rgb bm980 rgb hot swappable Custom Mechanical Keyboard PCB programmed VIA firmware full rgb switch underglow type c,https://kprepublic.com/collections/pcb/products/bm980rgb-bm980-rgb-hot-swappable-custom-mechanical-keyboard-pcb-programmed-qmk-via-firmware-full-rgb-switch-underglow-type-c,$56.90,
bm60 rgb iso UK EU rgb 60% hot swappable PCB qmk firmware rgb underglow type c,https://kprepublic.com/collections/pcb/products/bm60-rgb-iso-uk-eu-rgb-60-hot-swappable-pcb-qmk-firmware-rgb-underglow-type-c,$48.90,
bm16a 16 keys Custom Mechanical Keyboard PCB plate programmed numpad layouts qmk firmware with rgb bottom underglow alps mx,https://kprepublic.com/collections/pcb/products/bm16a-16-keys-custom-mechanical-keyboard-pcb-plate-programmed-numpad-layouts-qmk-firmware-with-rgb-bottom-underglow-alps-mx,$7.30,
xd004 xiudi 4% Custom Mechanical Keyboard programmable hot-swappable PCB,https://kprepublic.com/collections/pcb/products/xd004-xiudi-4-custom-mechanical-keyboard-4-keys-switch-leds-pcb-programmed-hot-swappable-macro-key-silver-case-micro-port,$13.90,
bm60ec bm60 EC rgb 60% gh60 hot swappable Custom Mechanical Keyboard PCB programmed qmk VIA rgb switch type c Rotary Knob,https://kprepublic.com/collections/pcb/products/bm60ec-bm60-ec-rgb-60-gh60-hot-swappable-custom-mechanical-keyboard-pcb-programmed-qmk-via-rgb-switch-type-c-rotary-knob,$50.90,
bm80rgb bm80 rgb 80% hot swappable Custom Mechanical Keyboard PCB programmed VIA firmware full rgb switch underglow type c,https://kprepublic.com/collections/pcb/products/bm80rgb-bm80-rgb-80-hot-swappable-custom-mechanical-keyboard-pcb-programmed-qmk-via-firmware-full-rgb-switch-underglow-type-c,$17.60,
JJ40 v1.5 40% Custom Keyboard PCB Similar with Planck,https://kprepublic.com/collections/pcb/products/jj40-v1-5-40-custom-keyboard-pcb-similar-with-planck,$38.50,
JJ50 50% Custom Keyboard PCB Similar With Preonic,https://kprepublic.com/collections/pcb/products/jj50-50-custom-keyboard-pcb-similar-with-preonic,$41.20,
bm65rgb bm65 rgb 65% hot swappable Custom Mechanical Keyboard PCB programmed qmk VIA firmware full rgb switch underglow type c,https://kprepublic.com/collections/pcb/products/bm65rgb-bm65-rgb-65-hot-swappable-custom-mechanical-keyboard-pcb-programmed-qmk-via-firmware-full-rgb-switch-underglow-type-c,$50.90,
bm68rgb bm68 rgb 65% hot swappable Custom Mechanical Keyboard PCB programmed qmk VIA firmware full rgb switch underglow type c,https://kprepublic.com/collections/pcb/products/bm68rgb-bm68-rgb-65-hot-swappable-custom-mechanical-keyboard-pcb-programmed-qmk-via-firmware-full-rgb-switch-underglow-type-c,$50.90,65% Layout with 68 keys   Fully programmable PCB(VIA supported)   Full hot-swappable switch sockets   Full RGB switches LEDs (With kinds of LED effects)   6 bottom RGB underglow LEDs(pre-soldered)   MX Stem support   All components of the board have been pre-soldered so the PCB is ready for key switches and LEDs   Type C port
bm43a 43 keys 40% Custom Mechanical Keyboard programmable PCB QMK firmware,https://kprepublic.com/collections/pcb/products/bm43a-bm43-43-keys-40-custom-mechanical-keyboard-pcb-programmed-numpad-layouts-qmk-firmware-with-rgb-bottom-underglow-alps-mx,$22.60,
Staryu 5% Custom Keyboard PCB,https://kprepublic.com/collections/pcb/products/staryu-5-custom-keyboard-pcb,$22.50,
bm43 RGB 43 keys 40% Custom Mechanical Keyboard PCB programmed VIA qmk firmware with rgb bottom underglow hot swapping switch,https://kprepublic.com/collections/pcb/products/bm43-rgb-43-keys-40-custom-mechanical-keyboard-pcb-programmed-via-qmk-firmware-with-rgb-bottom-underglow-hot-swapping-switch,$11.50,
ergodone ergo Custom Mechanical Keyboard TKG-TOOLS PCB programmed Ergonomic Keyboard Kit similar with infinity ergodox,https://kprepublic.com/collections/pcb/products/ergodone-ergo-custom-mechanical-keyboard-tkg-tools-pcb-programmed-ergonomic-keyboard-kit-similar-with-infinity-ergodox,,
jj4x4 jj4X4 16 keys Custom Mechanical Keyboard PCB programmed numpad layouts bface firmware with rgb bottom underglow alps mx,https://kprepublic.com/collections/pcb/products/jj4x4-jj4x4-16-keys-custom-mechanical-keyboard-pcb-programmed-numpad-layouts-bface-firmware-with-rgb-bottom-underglow-alps-mx,$21.90,
bm65rgb bm65 ISO rgb 65% hot swappable Custom Mechanical Keyboard PCB programmed qmk VIA firmware rgb switch underglow type c,https://kprepublic.com/collections/pcb/products/bm65rgb-bm65-iso-rgb-65-hot-swappable-custom-mechanical-keyboard-pcb-programmed-qmk-via-firmware-rgb-switch-underglow-type-c,$50.90,
XD75Am xiudi 60% Custom Keyboard pcb,https://kprepublic.com/collections/pcb/products/xd75am-xiudi-60-custom-keyboard-pcb,,
bm16s 16 keys PCB choc switch programmed numpad layouts qmk firmware rgb switch leds,https://kprepublic.com/collections/pcb/products/bm16s-16-keys-custom-mechanical-keyboard-pcb-plate-programmed-numpad-layouts-qmk-firmware-with-rgb-switch-leds-choc-switch,$21.60,
SP50 split Custom Mechanical Keyboard 50% PCB programmed 50 preonic layouts bface firmware with rgb bottom underglow led,https://kprepublic.com/collections/pcb/products/sp50-split-custom-mechanical-keyboard-50-pcb-programmed-50-preonic-layouts-bface-firmware-with-rgb-bottom-underglow-led,$46.90,
Dierya 63 bluetooth dual mode pcb Custom Mechanical Keyboard rgb smd switch USB-c mini,https://kprepublic.com/collections/pcb/products/dierya-63-bluetooth-dual-mode-pcb-custom-mechanical-keyboard-rgb-smd-switch-leds-type-c-mini,$55.90,"32 bit MCU   Built-in 8M Flash   Dual Mode, support Bluetooth 4.0 wireless mode   3 256256256LED driver chip supports 16.8Million colours LED, support kinds of led effect.   Type-C USB cable or Micro USB cable.   Li-Battery inside(1500mAh)"
BM80 ISO bm80rgb 80% rgb hot swappable Custom Mechanical Keyboard PCB programmed rgb switch underglow type c qmk VIA,https://kprepublic.com/collections/pcb/products/bm80-iso-bm80rgb-80-rgb-hot-swappable-custom-mechanical-keyboard-pcb-programmed-rgb-switch-underglow-type-c-qmk-via,$55.90,
